Geneid	Repeat_type	ESCs_rep1	ESCs_rep2	ESCs_rep3	IVD.D11_rep1	IVD.D11_rep2	IVD.D13_rep1	IVD.D13_rep2	DIOL.D5_rep1	DIOL.D5_rep2	DIOL.D15_rep1	DIOL.D15_rep2	DIOL.D25_rep1	DIOL.D25_rep2	DIOL.S.D5_rep1	DIOL.S.D5_rep2	DIOL.S.D14_rep1	DIOL.S.D14_rep2
LTR?	Class	10.886325554434	13.3783825639592	10.9613115876946	15.1529479795675	18.4423463640588	12.2918796974613	10.1795505687454	11.9940766395796	12.3710979584062	7.33260710059066	6.64486476270022	6.37828939223466	5.63120525275573	9.80351155022687	12.0657999350106	6.44185302361841	5.14789515727052
RNA	Class	4.13626478367726	5.99944976846809	6.28927714048049	12.9245732766899	15.5500390927983	6.58298446019596	7.12253383447818	38.2311192886599	46.3205190798946	3.16683611011017	5.54472159006773	3.83414025263544	5.0416566883878	21.8043618961942	10.1616658827667	3.70894568026515	4.68342341375739
RC	Class	2.66768868784396	3.31856765934786	4.28500200779989	4.90242434633065	6.00231508982014	15.9248130302666	15.2535680349002	3.39118238321446	2.91502882927963	6.75875089271835	6.40283326472107	10.8932582878614	12.5228246776084	4.00833230871345	3.52547591851091	13.8207028506722	9.79261259240181
rRNA	Class	641.336612273033	517.410247060205	517.821758761934	1987.43168812893	1895.7985660376	618.117657053005	829.995801171758	1512.32455628699	1563.94851604059	172.454417432442	206.056816234065	176.764615572436	350.008883886987	343.6058358614	650.082677123492	559.582299318319	586.318164228074
DNA?	Class	3.30092792182713	4.71106467719186	4.28500200779989	12.2560608658266	13.2175332288785	7.07465964809441	10.2740974780526	5.28310518648148	5.58121373410856	4.8033889992275	4.86263282303559	4.49705235239017	5.93614416535983	6.78518902860529	6.2779865286852	3.20140574507097	3.71577394810504
RC?	Class	0.094312226337918	0.234251834777496	0.179693632585157	0.111418735143878	0.404301016412755	0.0819458646497422	0.126062545742977	0.142786626661662	0.0355491320643857	0	0.0220028634526497	0.250831605312599	0	0.0241465801729726	0	0	0
LINE?	Class	0	0.013013990820972	0.0138225871219351	0	0	0.0273152882165807	0.157578182178721	0.142786626661662	0	0.0212539336249005	0.0220028634526497	0	0.0609877825208202	0.0482931603459452	0	0.273290734335326	0.0387059786260941
ERVK	Family	9328.16631675483	9298.86083332748	8481.4150547353	10518.6806740444	10817.5712953742	32264.1082439315	31340.3464658885	17290.9964321906	17074.4614253169	28843.7558302197	29378.5973306566	17486.9761959732	16809.0866916933	10732.5029292216	10095.6621865597	28075.1961798016	28238.9530621112
scRNA	Family	181.901338255461	176.59985544059	193.253590551775	248.658762157351	230.078378417043	313.415616997047	297.696701772039	438.069370597978	476.536115323091	147.140982485186	197.673725258605	101.765965583969	98.7595491620482	218.574843725748	191.299487407113	232.062874984169	241.989778370341
L1	Family	10945.7287838517	11459.5997573151	10963.7305404409	14957.9930477495	12912.8457628942	11186.4026680481	11659.7139495865	9953.2630813611	9805.51709731952	7273.69119658244	7476.02292962406	6630.93056841416	6620.58971933016	11611.7282064799	10356.5662573419	4874.06216380359	5284.25631997025
B4	Family	3776.86783545384	4391.20681079401	4064.50409803078	6591.22596959021	5942.29193892193	3826.84456385474	3867.03162193868	3402.42683006407	3364.44095683759	2567.09261108273	2674.53606412339	2113.56085599367	2064.86335280741	4202.32593382311	3926.43753260123	1633.45871912225	1716.06826836651
Simple_repeat	Family	11190.8058405783	11584.7683210312	11006.4423346477	10610.4061477515	10281.7791483928	8156.75479079426	7992.01872810392	7565.44232369814	7858.2067410966	4916.26864070935	5155.75496995179	4416.10541004715	4179.63504097769	6064.70336940414	5777.01074482108	4378.03948098498	4517.80053121633
B2	Family	7751.46799001271	7901.95207259516	6307.84087498525	8221.58846626679	7692.94644006735	6358.53473692031	6053.52344657773	7022.03211928052	7573.35154586467	3827.2595896367	4411.99217666187	2980.00488691633	3082.48516268898	6270.9393106615	5550.19255885527	5987.87807235396	6282.28997884409
ERV1	Family	6493.53151511756	8190.61540299514	8383.59260567337	2338.81852408894	3203.401353351	3118.14941107556	3411.81976926079	1257.1648544426	1227.5470793153	1344.65136471295	1316.23329460096	1514.37790053158	1442.74731257336	1535.38444687863	1325.27730036173	1585.43763294618	1656.38364932507
Alu	Family	9780.1643980669	10793.6998749876	9868.77430157681	14382.3202979448	13188.7034564005	8337.69125994089	8095.92578143257	6995.40241340812	6979.6099421253	5256.31032477413	5524.89701009689	4271.89515353564	4238.18331219768	8134.04114364772	7528.75751444823	3732.21443421712	3843.96814931466
ERVL-MaLR	Family	4819.81285382411	4978.67137044351	4761.77068280968	8261.50422813209	8295.13725397506	39711.3484233001	37013.1610243225	10186.2194627596	9972.13587930529	32176.1600832678	31667.5332127723	47912.0974255755	52076.2274096171	10619.5452271725	9886.58449706089	45139.0792163646	44873.698908205
ERVL	Family	1599.75092949415	1571.80378337536	1487.0477451649	1967.45987985439	1747.79329395234	1704.25546240891	1707.42263517931	2296.33022662951	2295.40745739739	1107.47871939269	1103.44360215038	1170.39818693182	1177.6537512162	5849.77465928451	3195.49514310076	954.760701167201	1030.12091515487
L2	Family	868.952433952003	991.418834732468	898.454340338662	1307.1367460242	1253.83075213051	1032.32668756924	985.966685892255	696.120501632265	686.06269971058	587.11866245425	595.045439213459	529.200937579874	530.756342017858	824.726445807878	807.824158461357	447.884472042124	444.228516691682
hAT-Charlie	Family	1047.67410286236	1183.11491952538	1072.12132493866	1837.65705341177	1676.82291553281	1129.54179833205	1146.06611898584	923.722384530954	919.193907788822	737.617766452171	748.361391751523	630.913153534133	638.623400036349	1171.76109605384	1066.61671425494	479.15674035678	511.189859714825
ID	Family	872.859654757431	956.762577176219	865.376889355871	1258.25177597982	1113.88040029533	727.214918190029	727.097248209053	642.36133669415	635.369637386766	499.063615446288	508.86022306943	445.530680664886	411.403251624613	791.911243352809	765.273360878046	323.888561720838	336.509778175262
Satellite	Family	6507.19331476137	5189.30281188094	5117.09410736614	1895.09341137844	1719.64772319438	1889.34385536446	2072.18461128661	1541.16745487264	1582.14967165755	1403.35472938493	1364.92563142167	1373.42845488914	1526.25991610521	1601.52192997241	1544.61091980534	1070.83118019276	1076.87773733519
MIR	Family	1261.15656376583	1424.68061714427	1374.25543424991	1761.89231351394	1658.53606955968	1153.00563091009	1174.02048850434	963.952516592877	944.78928287518	746.480656773754	759.252809160584	661.801274074056	658.05817339965	1157.00753556815	1105.26497967177	541.154695517423	568.861767867705
Low_complexity	Family	7538.6591878688	7258.33214255317	7015.23941612452	7507.61721146482	7002.49360426892	5473.57402927953	5585.57927677981	4332.93157936145	4444.81462940634	4141.49899828085	4261.69061641682	3685.46877685802	3641.27555540557	4365.72584185361	4244.40906651355	3933.08312395359	4154.08045006693
TcMar-Tigger	Family	323.477463163867	363.64994551042	326.600088517083	476.259383372509	437.640300227715	279.189560861672	294.419075582722	242.808658638155	239.885543170475	189.627595801362	194.659332965592	160.173896535331	154.095797169272	304.222763599282	287.203744078049	126.533609997256	121.923832672197
Other	Family	272.090772984893	283.913223750325	252.552489304877	264.00669292342	243.264811567736	251.573804474709	250.927497301395	167.56010638746	175.790458058387	163.995351849732	163.83332126843	173.450055073662	188.289613902612	184.431579361165	164.189143178136	121.419169111838	122.504422351588
hAT-Blackjack	Family	9.84889106471686	13.9770261417239	11.9980056218397	24.6792498343691	23.822659890167	26.0041543821849	25.0549309664166	18.7407447493431	19.6231208995409	19.0435245279108	18.4383995733205	12.9894938465453	12.2178857650043	26.4646518695779	22.2651714425742	16.0460702588313	16.9919246168553
ERVK?	Family	23.9957250154046	23.6464213217061	24.6042050770445	32.7292534485143	27.4302689596962	26.714351875816	27.1664786076114	34.80424024878	31.6742766693677	28.9478575971144	31.9921634601527	27.5018938682028	33.1366951696456	29.8693196739671	24.9422708031547	24.6742491571323	26.5910073161267
snRNA	Family	73.8599463977809	67.1782206178574	61.9804806547572	50.6676698066787	49.1692236114282	24.7476511242221	24.6452276927519	80.8886240038313	91.0057780848275	19.1923020632851	18.9884711596367	17.6119620015918	15.1249700651634	35.5437660146156	34.5760579387647	26.7434504313855	14.6308599206636
RTE-X	Family	9.86236423990799	10.5543465558083	9.89697237930556	15.8771697580027	10.8539272867732	7.18392080096073	6.68131492437776	9.95936720965089	8.4606934313238	5.54727667609902	5.39070154589918	4.71205087122954	4.96033964502671	12.4837819494268	11.5944796250492	4.4116932828417	2.36106469619174
hAT-Tip100	Family	43.6935071448383	42.3995820947268	42.0483100249267	113.117870854823	95.8504409680086	72.4947749268053	69.5234939772516	63.1473856411198	62.388726772997	56.6417331103597	57.4054707479631	61.5254094745332	67.4931459897077	67.5862779041503	57.5764890648786	37.4408306039397	47.1825879452087
Gypsy	Family	84.2208181197607	89.3020050135098	97.4630617967646	78.4109348575045	60.6451524619133	40.7270947309219	46.0128291961864	46.7269235750287	45.5739873065425	27.4388283097465	29.2858112554768	25.728156087778	27.0785754392442	60.6562093945071	66.4938693293474	20.3796804747201	21.5979360733605
Unknown	Family	2912.96784219851	2614.36760203424	2542.60961073148	1282.06753061682	1252.64894915946	1618.45814212063	1877.16585302223	947.88902109344	899.037549908315	1348.79588176981	1286.26539457845	1465.21490589031	1596.98541456852	1137.95588381168	1125.02272706535	1248.78248977854	1265.84032498778
SINE?	Family	1.77845912522931	2.74595206322509	3.45564678048378	1.53200760822833	4.19851055505554	1.66623258121142	2.33215709624507	1.89192280326702	1.70635833909052	1.72156862361694	1.38618039751693	2.23956790457678	2.35819425747171	1.83514009314592	1.26313843069642	1.95207667382376	1.23859131603501
srpRNA	Family	9.47164215936519	8.62827591430443	11.5971505953036	18.3840912987399	13.7151344798481	5.87278696656486	4.79037673823311	26.0942560224186	24.8132941809412	3.44313724723387	4.13653832909815	3.22497778259056	2.78510873511746	10.0208307717836	10.4067524439466	3.7870287472181	3.56095003360066
RTE-BovB	Family	2.55990328631492	2.62882614583634	2.90274329560638	2.45121217316533	2.14590539480616	1.74817844586117	3.75036073585355	4.28359879984985	3.05722535753717	2.04037762799044	2.24429207217027	2.13206864515709	1.26041417209695	3.21149516300535	3.37465341932327	1.28837060472368	1.89659295267861
CR1	Family	276.213564593379	266.04501435313	260.915154513648	389.742735533287	371.179433145095	305.357606973156	309.704159254058	223.532464038831	214.787855933019	230.222609024922	216.662196418242	247.982874937977	244.195081213364	261.121117990525	258.604027669594	185.330159412828	184.085634345704
tRNA	Family	669.29345079463	710.225535063726	564.141248207539	1067.39148267836	1051.71134400232	835.001045492657	887.417290757684	1164.96039027583	1224.38320656157	569.732944749082	717.183334239118	366.912888942623	372.289753767927	1238.76785603384	1326.12567691966	488.331500723752	510.144798291921
Gypsy?	Family	5.753045806613	5.07545642017908	5.3493412161889	3.17543395160054	3.17220797493085	6.91076791879493	5.3576581940765	3.17700244322197	2.488439244507	4.5695957293536	3.9385125580243	4.26413729031418	5.87515638283901	3.76686650698372	3.07300842094801	3.08428114464154	4.68342341375739
LTR?	Family	10.886325554434	13.3783825639592	10.9613115876946	15.1529479795675	18.4423463640588	12.2918796974613	10.1795505687454	11.9940766395796	12.3710979584062	7.33260710059066	6.64486476270022	6.37828939223466	5.63120525275573	9.80351155022687	12.0657999350106	6.44185302361841	5.14789515727052
TcMar-Mariner	Family	20.0750310347854	20.6792314145245	21.4250100389995	45.2360064684147	36.4492916335192	26.2499919761341	30.1604640690071	19.7402511359747	18.4855486734806	17.6832727759172	17.5362821717618	19.4215328684898	23.2363451404325	21.2489905522159	23.7356908096536	16.4755271270725	10.4119082504193
LTR	Family	3.20661569548921	2.47265825598468	2.93038846985025	3.56539952460411	3.14110789674525	2.10327719267672	2.55276655129528	2.320282683252	1.9907513956056	2.12539336249005	1.71622334930668	2.00665284250079	0.853828955291483	2.05245931470267	1.86642842744695	3.27948881202392	2.47718263207002
RNA	Family	4.13626478367726	5.99944976846809	6.28927714048049	12.9245732766899	15.5500390927983	6.58298446019596	7.12253383447818	38.2311192886599	46.3205190798946	3.16683611011017	5.54472159006773	3.83414025263544	5.0416566883878	21.8043618961942	10.1616658827667	3.70894568026515	4.68342341375739
TcMar-Tc2	Family	17.7980644274842	20.2497697174324	18.964589531295	32.5342706620125	21.427953869876	9.36914385828719	10.8728945703317	11.2087501929404	10.0248552421568	10.3931735425763	8.75713965415459	6.87995260285986	10.0629841159353	15.3572249900106	15.3084836675447	7.37884982705382	6.23166255880115
Y-chromosome	Family	6.10334836158241	6.35082752063433	5.91606728818824	10.1948142656649	6.12671540256252	10.161287216568	10.1165192958739	5.81855503646271	5.68786113030172	5.97235534859703	6.44683899162637	5.84079309513624	9.18882589980358	8.86179492348094	7.80506433295997	9.99463256997765	12.3085012030979
Helitron	Family	2.66768868784396	3.31856765934786	4.28500200779989	4.90242434633065	6.00231508982014	15.9248130302666	15.2535680349002	3.39118238321446	2.91502882927963	6.75875089271835	6.40283326472107	10.8932582878614	12.5228246776084	4.00833230871345	3.52547591851091	13.8207028506722	9.79261259240181
PiggyBac	Family	1.87277135156723	2.10826651299746	1.32696836370577	3.00830584888472	3.6076090695292	2.37643007484252	1.89093818614465	1.28507963995495	1.7419074711549	1.91285402624104	1.58420616859078	1.89915358308111	1.72798717142324	3.16320200265941	2.24348467541603	1.40549520515311	1.9740049099308
Deu	Family	36.4045193664363	39.015944481274	33.9068062101069	71.6422466975139	75.4798897564428	42.0382285653178	45.2249382852928	37.3387028720245	35.0514442154843	31.4983296321025	30.7600031068043	32.7335244932942	35.8201576005617	43.6087237923885	46.4156241249938	24.5180830232264	30.1519573497273
ERVL?	Family	4.02847938214821	4.84120458540158	3.69063076155668	7.8828755114294	7.37071852998638	5.32648120223324	4.16006400951823	4.06941885985735	4.58583803630576	3.91072378698169	4.0705297387402	5.55412840335041	3.5169621253673	5.21566131736208	5.1279649723795	2.45961660901794	2.47718263207002
MULE-MuDR	Family	8.3937881440747	7.82140848340417	8.10003605345399	5.82162891126765	4.10521032049875	3.6875639092384	2.61579782416676	0.9281130733008	1.35086701844666	1.59404502186753	1.54020044168548	0.537496297098427	0.935145998652577	3.21149516300535	2.22463186301758	0.97603833691188	0.619295658017506
hAT	Family	12.5839456285165	16.280502517036	14.5690068265196	26.7126417507449	16.1720406565102	15.241930824852	15.1905367620287	12.8507963995495	12.7621384111145	11.0307915513233	12.0795720355047	13.9211540948492	13.9255436755873	13.5703780572106	11.1231593150879	8.74530349873045	8.24437344735805
TcMar?	Family	0.269463503822623	0.429461697092076	0.787887465950303	1.53200760822833	2.20810555117736	0.819458646497422	1.76487564040167	1.07089969996246	0.817630037480872	0.765141610496417	0.924120265011289	1.32582419950945	0.630207086048476	1.44879481037835	0.88608218272734	0.273290734335326	0.387059786260941
rRNA	Family	641.336612273033	517.410247060205	517.821758761934	1987.43168812893	1895.7985660376	618.117657053005	829.995801171758	1512.32455628699	1563.94851604059	172.454417432442	206.056816234065	176.764615572436	350.008883886987	343.6058358614	650.082677123492	559.582299318319	586.318164228074
DNA	Family	4.51351368902893	5.08847041100005	4.58909892448247	8.46782387093477	8.0860203282551	5.05332832006744	4.31764219169695	3.35548572654905	3.62601147056734	2.82677317211176	2.88237511229711	3.36831012848347	1.82963347562461	3.74271992681075	3.18612529533873	1.95207667382376	2.28365273893955
ERV1?	Family	0.565873358027508	0.442475687913048	0.525258310633535	2.92474179752681	2.6746067239613	0.628251628981357	0.346672000793186	0.571146506646646	0.817630037480872	0.701379809621715	0.506065859410944	0.68082864299134	0.609877825208202	1.95587299401078	0.98034624471961	0.546581468670653	0.696707615269694
DNA?	Family	3.30092792182713	4.71106467719186	4.28500200779989	12.2560608658266	13.2175332288785	7.07465964809441	10.2740974780526	5.28310518648148	5.58121373410856	4.8033889992275	4.86263282303559	4.49705235239017	5.93614416535983	6.78518902860529	6.2779865286852	3.20140574507097	3.71577394810504
Helitron?	Family	0.094312226337918	0.234251834777496	0.179693632585157	0.111418735143878	0.404301016412755	0.0819458646497422	0.126062545742977	0.142786626661662	0.0355491320643857	0	0.0220028634526497	0.250831605312599	0	0.0241465801729726	0	0	0
hAT?	Family	5.21411879896775	7.11865297907168	6.6486644056508	12.5903170712583	9.20562314293658	6.85613734236176	6.17706474140585	5.85425169312812	4.62138716837015	4.12326312323069	4.40057269052995	3.29664395553702	4.16749847225605	10.0932705123025	8.1632677685306	2.61578274292384	2.47718263207002
hAT-Tip100?	Family	0.377248905351672	0.403433715450132	0.373209852292249	0.389965573003575	0.0933002345567897	0	0	0.321269909988738	0.853179169545258	0.127523601749403	0.0440057269052995	0	0.0406585216805468	0.507078183632424	0.509025934758259	0	0
PiggyBac?	Family	1.34731751911311	1.11920321060359	1.10580696975481	3.09186990024263	1.30620328379506	1.52965614012852	0.819406547329348	1.24938298328954	0.710982641287715	0.828903411371118	0.748097357390091	0.80624444564764	0.691194868569296	0.965863206918903	1.67790030346241	0.351373801288277	0.0774119572521883
L1?	Family	3.6781768271788	3.6699454115141	3.27595314789863	6.01661169776944	6.18891555893372	2.54032180414201	2.86792291565272	3.03421581656031	2.84393056515086	3.99573952148129	3.45444956206601	2.93831309080473	1.84996273646488	3.40466780438913	4.01564904087071	1.95207667382376	1.58694512366986
Penelope?	Family	0	0.013013990820972	0.0138225871219351	0	0	0.0273152882165807	0.157578182178721	0.142786626661662	0	0.0212539336249005	0.0220028634526497	0	0.0609877825208202	0.0482931603459452	0	0.273290734335326	0.0387059786260941
Dong-R4	Family	1.8592981763761	2.12128050381844	2.07338806829027	0.389965573003575	1.30620328379506	0.846773934714003	0.661828365150627	0.4640565366504	0.639884377158943	0.170031468999204	0.198025771073848	0.304581235022442	0.264280390923554	0.458785023286479	0.697554058742799	0.97603833691188	0.193529893130471
TcMar	Family	0.417668430925065	0.351377752166244	0.138225871219351	0	0.933002345567897	0	0.157578182178721	0.178483283327077	0.284393056515086	0.148777535374303	0.242031497979147	0.107499259419685	0	0.241465801729726	0	0.234249200858851	0.232235871756565
MuDR	Family	9.87583741509912	9.82556306983385	10.4636984513049	9.49844717101564	6.09561532437693	3.74219448567156	2.55276655129528	1.28507963995495	0.995375697802801	1.25398208386913	1.23216035334838	0.859994075357483	1.13843860705531	2.7285635595459	1.62134186626705	1.28837060472368	1.27729729466111
TcMar-Pogo	Family	0	0.013013990820972	0.0414677613658054	0	0	0	0	0	0.106647396193157	0	0	0	0	0.0482931603459452	0	0	0
centr	Family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RLTR17B_Mm	Name	65.1697483995013	80.3353653378601	70.0805167082111	119.440884074238	99.8001508975794	69.9544531226633	74.3769019883562	66.3600847410072	66.4057786962725	54.1337689426215	52.8508780132646	38.1801536372249	41.1057654190328	81.2773888622257	80.0301886314374	29.3201916408329	27.7521866749095
BC1_Mm	Name	168.589841166624	160.852926547214	178.269906111597	222.698196868827	205.913617666835	301.369574893535	287.422604293987	423.362348051826	462.280913365272	137.151633681483	187.376385162765	92.8256105088983	89.8350036531682	199.378312488235	175.293449680826	226.40185263008	236.532235384061
Lx2	Name	136.833567241128	161.581710033188	142.123840787737	201.194380986059	179.291950739964	191.616746839314	212.194780121865	138.574421175143	141.627742144513	113.687290959593	115.405018809148	111.996311772075	113.884519227212	158.956937278678	137.814058632699	86.2817889830102	93.0104666385042
L1_Mus1	Name	1214.75494840757	1135.86111885444	1100.15353162194	1314.2675450734	1085.67262938099	748.957887610427	751.805507174676	618.408880071656	607.143626527644	439.403823761192	450.860675008246	393.232290957209	402.803974289177	620.253204903147	594.693114296834	298.472523427653	352.727583219596
B4	Name	482.029788813099	569.336070435883	541.181930998004	853.746058039969	781.669365116784	524.590110199433	542.478649968464	472.552340936769	458.548254498512	341.189396480527	357.678548286274	311.550770341485	316.363957196335	552.497900937786	522.882751871123	235.030031528381	246.982849613107
(CA)n	Name	474.06714227514	561.436578007553	526.4332305389	759.318680005532	763.849020316437	529.998537266316	544.495650700351	350.326988514387	342.373690912099	262.061001595023	273.605607033699	237.358364798665	234.498023792554	366.424354124859	342.593306904707	209.770159369101	209.5928742603
L1Md_T	Name	893.352354223141	717.890775657278	871.08561783723	861.266822662181	763.880120394623	305.603444567105	322.310413828355	1186.44977758841	1151.187543641	367.097941569281	367.249793888177	280.322235480066	259.401368321889	1687.82180751061	1554.18814850375	171.704664229538	202.741916043481
(TAGG)n	Name	2.43864470959474	2.86307798061384	2.0457428940464	1.61557165958624	0.933002345567897	1.25650325796271	1.13456291168679	0.499753193315815	0.319942188579472	0.892665212245819	0.858111674653339	0.250831605312599	0.182963347562461	0.917570046572958	1.65904749106396	0.546581468670653	0.154823914504377
Lx5	Name	591.890059321582	667.825952968999	661.00993875806	537.790379855716	482.642113362273	510.686628497193	474.499422176564	346.79301950451	346.67513589189	190.180198075609	193.493181202602	146.252742440482	146.655287701732	295.916340019779	278.927359435128	162.49086232909	154.78520852575
L1M2	Name	100.146111195678	119.442407754881	106.433920838901	185.345065911842	148.658373727152	141.766345844054	145.192537059473	99.4508854698473	93.3520208010769	93.4960540159371	98.1107681353651	68.9428583744915	73.1853390249843	117.859457824279	98.7698841555007	46.8888817052467	52.640130931488
B3A	Name	1001.66320958464	1244.82726399843	1066.35730610881	1550.97664788657	1412.16125017338	755.650133223489	787.10301998271	732.459698117658	732.063276601895	537.894552178981	566.023662319414	419.730858404161	433.338524071268	944.517630045995	887.816641467998	342.394248588688	347.811923934082
RMER16A3	Name	4.44614781307328	4.94531651196936	4.35411494340957	42.8683583466073	73.5516849089359	3.6875639092384	5.60978328556246	2.85573253323323	4.37254324391945	3.61316871623308	3.52045815242396	3.56539210408623	3.1307061694021	14.7294139055133	13.0272933673317	0.507539935194178	2.16753480306127
RMER13B	Name	22.1499000142196	30.0623187964453	28.1427873802599	25.4591809803762	27.6479695069953	25.4851639060698	30.9483549799007	16.4918553794219	18.3789012772874	23.0817719166419	23.6090724846932	18.901953114628	17.5848106268365	22.2872934996537	20.1536564539474	18.4666453343728	16.4113349374639
MYSERV6-int	Name	141.347080930157	143.114857058229	145.703890852318	116.738979746999	85.8051157140609	145.044180430044	143.017958145407	49.7968360482545	46.356068211959	92.1783101311933	88.2974910354834	114.379212022545	115.083945616788	70.7253333266367	58.5379824971998	193.919296777652	208.315576965639
RLTR1D2_MM	Name	10.4417107731266	12.8317949494784	10.3531177543294	7.8828755114294	8.73912197015263	2.67689824522491	4.50673601031141	4.35499211318068	2.87947969721524	7.35386103421556	9.21919978666024	5.46454568716734	5.38725412267245	8.06495777777284	6.99439339982645	2.49865814249441	2.82553643970487
L1_Mus3	Name	683.615436022803	787.00808090746	711.324155881904	808.900017144558	707.029177471352	632.977173842825	692.808235766963	476.550366483295	481.441895547976	399.31890494463	416.998268154618	349.73092397871	347.833652977078	611.946781323644	474.148231821119	266.614632110849	278.992693936886
B1_Mur3	Name	493.414621849604	540.562136730714	491.130343029477	725.001709581217	671.948289277999	433.766776879302	419.851308596983	335.58426931157	340.560685176815	255.876106910177	263.81433279727	209.49814006573	197.925683540902	371.615868862048	354.282050591748	184.041788808104	180.718214205233
Lx3_Mus	Name	47.3312644464437	56.246468328241	42.4215198772189	150.136745606376	118.58459812168	153.675811506483	161.454605460317	131.078123275405	128.012424563853	103.48540281964	107.241956468215	95.9610055753058	96.5436597304584	121.578031170917	92.7558370003939	83.548881639657	82.0953806659457
Lx9	Name	159.037359956112	186.139110712362	161.93160813347	374.032693878	313.084487094401	238.46246613075	254.236639127148	202.078773382916	190.507798733043	167.353473362466	175.362821717618	147.417317750862	152.794724475495	256.195215635239	222.877948174524	121.419169111838	125.252546834041
