ESCs	IVD.D11	IVD.D13	DIOL.D5	DIOL.D15	DIOL.D25	DIOL+S.D5	DIOL+S.D14	A_count	T_count	G_count	C_count	Geneid
13.09	34.8033333333333	43.67	29.735	50.5	167.72	30.63	54.03	16	8	33	43	1700021K19Rik
98.3766666666667	83.8766666666667	139.583333333333	122.055	185.14	203.515	153.465	135.975	13	17	43	27	Kifc1
0.66	8.09333333333333	180.086666666667	5.93	93.43	275.565	2.235	310.84	31	15	38	16	E330021D16Rik
105.856666666667	16.78	4.98666666666667	43.57	6.85	3.735	28.57	3.365	22	19	33	26	5430416N02Rik
0.376666666666667	2.34	106.063333333333	0.185	96.77	197.96	1.25	218.755	29	14	19	38	E330011O21Rik
49.14	59.1866666666667	70.3766666666667	46.395	74.85	85.145	44.245	62.215	20	15	19	46	Atg14
20.9666666666667	11.1766666666667	3.54666666666667	8.8	6.96	3.585	9.97	3.575	25	16	30	29	Tmppe
59.9766666666667	15.5666666666667	10.1433333333333	9.45	5.2	3.995	18.485	5.58	14	10	53	23	Rell1
1.84	60.88	511.946666666667	232.35	574.82	1086.92	171.515	1115.93	28	11	34	27	Oas1d
20.9366666666667	33.25	16.8666666666667	28.02	19.985	44.245	28.44	30.02	17	14	39	30	Slc15a4
129.28	132.463333333333	356.783333333333	181.015	334.91	419.82	115.945	343.385	11	16	31	42	Noc4l
174.633333333333	36.3933333333333	10.89	18.88	14	34.59	19.195	12.245	16	18	24	42	Psph
54.7333333333333	104.343333333333	63.8533333333333	87.14	57.065	36.645	126.85	25.53	11	13	44	32	Trrap
34.7233333333333	78.72	154.546666666667	67.975	155.075	240.5	54.705	201.48	9	27	24	40	Usp30
33.6266666666667	104.316666666667	84.6666666666667	61.49	68.785	120.31	97.965	102.75	29	21	35	15	Tbc1d14
76.4033333333333	91.6966666666667	115.926666666667	148.79	94.745	105.985	96.835	103.12	20	26	23	31	Hscb
40.57	89.3333333333333	30.0833333333333	73.365	43.015	28.79	63.96	26.76	12	23	38	27	Rab28
22.37	130.413333333333	57.7066666666667	83.84	52.39	55.29	95.32	34.17	18	19	37	26	Nfxl1
30.97	44.08	48.62	31.685	40.67	74.495	36.52	70.05	17	27	25	31	Zfp513
10.12	33.9433333333333	98.88	381.015	92.655	93.645	245.95	86.135	19	20	30	31	Zfp956
130.636666666667	73.0666666666667	84.72	68.45	65.265	72.06	61.415	68.12	11	16	27	46	Tada3
295.226666666667	214.096666666667	90.82	275.84	71.68	54.515	247.665	45.67	19	10	37	34	Tra2a
28.03	56.9466666666667	112.896666666667	53.835	73.215	66.205	53.54	73.685	10	17	34	39	Wdr91
209.23	287.043333333333	282.063333333333	392.31	277.515	273.665	207.53	245.11	11	19	37	33	Brk1
52.29	45.8566666666667	23.1666666666667	51.455	50.14	61.04	35.21	24.07	9	3	51	37	Fbxl14
68.4433333333333	64.2966666666667	23.47	39.055	21.3	17.62	52.035	15	17	24	29	30	Phrf1
55.7233333333333	98.2666666666667	20.6233333333333	55.82	27.725	21.935	59.795	12.28	12	22	39	27	Plekha1
34.85	89.0266666666667	88.01	80.215	60.77	70.58	54.655	69.52	12	13	40	35	Mob2
54.5066666666667	99.77	35.92	49.315	38.91	21.77	71.455	14.09	17	14	37	32	Ccp110
45.2333333333333	119.933333333333	154.53	96.995	148.18	109.405	65.53	71.91	14	19	30	37	Vrk3
138.193333333333	77.45	51.81	44.665	39.58	37.5	43.97	39.44	31	22	18	29	Grwd1
77.5166666666667	105.39	51.1833333333333	71.075	60.22	57.54	97.855	35.66	24	16	35	25	Numa1
158.123333333333	237.233333333333	150.666666666667	391.58	204.42	159.875	295.43	151.25	14	12	34	40	Psip1
0.23	26.9133333333333	60.2533333333333	98.325	46.935	59.895	35.41	73.125	46	10	41	3	A730082K24Rik
64.3533333333333	95.5733333333333	74.3	39.26	63.36	67.265	61.075	57.46	18	25	15	42	Ints4
216.136666666667	280.696666666667	141.676666666667	121.4	98.15	98.83	151.11	86.725	32	32	16	20	Sf3b3
342.163333333333	413.83	516.263333333333	570.365	470.535	413.795	264.82	531.595	19	33	23	25	D8Ertd738e
46.5966666666667	66.5666666666667	53.9	43.875	57.5	75.71	42.77	52.41	31	13	27	29	Champ1
126.26	74.4933333333333	225.563333333333	124.285	197.24	241.795	80.2	416.775	12	10	33	45	Gadd45gip1
9.64666666666667	79.9733333333333	164.136666666667	167.825	192.37	207.155	119.56	159.41	8	9	40	43	Mtus1
201.913333333333	134.35	111.613333333333	134.96	102.695	77.44	100.18	91.075	12	23	32	33	Dohh
70.05	112.65	196.226666666667	147.85	190.885	284.72	115.65	249.985	22	18	31	29	Fam192a
86.9166666666667	87.8066666666667	46.0566666666667	84.74	57.45	48.245	71.27	30.23	9	9	42	40	Taf5l
22.8833333333333	56.9466666666667	55.9066666666667	45.43	42.925	28.34	39.96	26.985	17	19	30	34	Prmt10
14.6266666666667	26.02	17.73	27.985	19.735	24.26	24.425	14.49	11	23	31	35	Zdhhc7
46.1533333333333	68.3733333333333	74.6733333333333	63.095	57.91	56.38	54.345	66.16	21	13	25	41	Snapc2
120.336666666667	90.9233333333333	45.7666666666667	75.18	48.3	64.625	64.28	63.67	16	9	37	38	Ak6
49.7	83.6666666666667	62.7766666666667	78.595	46.215	39.835	68.005	41.92	15	10	40	35	Agpat6
81.4366666666667	47.0233333333333	20.32	84.73	21.255	7.97	58.38	6.22	13	12	32	43	Ankrd10
78.3266666666667	143.526666666667	197.963333333333	111.85	133.485	128.21	119.265	118.73	21	16	23	40	Cog4
36.5666666666667	57.8033333333333	28.5833333333333	21.11	15.81	19.415	34.55	11.75	13	22	36	29	Hinfp
10.07	6.21333333333333	2.43333333333333	3.36	3.965	5.255	4.14	2.12	19	30	27	24	Xylb
204.07	88.5933333333333	84.7033333333333	155.385	163.6	223.145	78.695	153.57	21	33	22	24	Imp3
1.99666666666667	71.4533333333333	142.393333333333	24.885	100.39	111.1	16.89	70.645	20	19	37	24	Pls1
240.843333333333	14.4366666666667	0.04	9.595	0.22	0	5.1	0.53	18	15	30	37	Cmtm7
2.17	46.93	112.893333333333	45.885	128.235	164.815	33.775	140.11	15	15	23	47	Ano10
14.75	40.3133333333333	0.21	18.45	0	0.12	8.4	0.235	8	11	38	43	Cd276
14.7533333333333	51.7466666666667	78.11	63.05	76.385	105.885	52.065	76.51	19	25	17	39	Bbs4
315.616666666667	24.3566666666667	0.72	37.23	1.345	2.385	21.125	0.64	18	11	59	12	Slc6a8
2.93333333333333	64.57	232.723333333333	40.25	210.36	340.02	52.54	243.195	24	21	20	35	AU022751
136.533333333333	50.9233333333333	59.4166666666667	87.135	57.46	22.295	89.405	20.98	17	16	37	30	Firre
8.20333333333333	0.256666666666667	0.05	0.58	0.05	0.02	0.21	1.035	21	15	23	41	Slc6a15
101.89	67.7133333333333	45.66	58.6	37.78	30.19	40.825	37.56	24	19	23	34	Pwp1
1840.83	224.306666666667	104.826666666667	97.805	90.205	88.035	114.01	139.805	16	27	27	30	Chchd10
203.356666666667	196.796666666667	107.14	157.64	84.61	71.03	119.22	78.18	8	9	48	35	Csnk1g2
25.64	14.2766666666667	12.0033333333333	17.69	10.4	17.995	21.165	16.45	12	21	34	33	Cep57l1
158.926666666667	105.456666666667	114.52	72.535	85.79	68.72	61.395	84.94	18	14	35	33	Ncln
137.04	171.563333333333	176.206666666667	111.455	141.105	144.11	105.27	93.2	15	19	35	31	Nup107
51.9166666666667	85.0133333333333	56.94	54.4	53.165	71.825	41.535	62.29	9	15	30	46	Mgat4b
44.6966666666667	77.7066666666667	30.4366666666667	89.93	43.995	29.31	101.09	37.625	12	24	29	35	Mbtd1
473.15	20.1433333333333	5.91	10.72	5.575	4.245	10.495	12.4	18	16	37	29	E130012A19Rik
205.426666666667	94.3766666666667	56.7733333333333	60.735	35.69	40.825	73.025	37.73	15	14	31	40	Psme4
242.84	264.22	117.926666666667	158.365	106.35	75.955	205.77	43.96	24	18	31	27	Xpo1
50.48	119.426666666667	56.1133333333333	126.43	56.47	41.22	108.09	33.875	20	18	38	24	Tmed4
3.29666666666667	9.99666666666667	31.4	9.085	25.08	54.09	5.95	36.21	18	22	33	27	Slc35e4
52.1066666666667	80.83	136.47	63.525	88.66	74.8	42.67	95.37	19	31	20	30	Pnpo
109.486666666667	125.34	122.736666666667	54.33	119.005	132.765	52.94	151.655	21	20	34	25	Tubg1
116.786666666667	179.68	196.78	305.295	199.63	114.94	109.65	166.795	22	12	32	34	Mien1
2.72333333333333	34.9533333333333	616.53	23.665	491.78	747.705	14.955	855.37	17	19	24	40	Tubg2
2.24	161	32.18	52.765	19.285	12.65	95.685	19.45	14	10	39	37	Inca1
569.82	178.803333333333	65.3866666666667	99.99	48.32	41.64	100.295	34.87	19	9	29	43	Acly
275.27	317.603333333333	555.593333333333	1009.905	668	616.56	622.68	1080.3	30	23	22	25	Ndufb11
168.176666666667	26.4066666666667	2.22333333333333	2.715	1.78	1.61	2.015	1.305	11	11	46	32	Etv5
206.286666666667	35.2333333333333	0.173333333333333	0.56	0.025	0.21	1.47	0	13	22	24	41	Gldc
125.11	130.293333333333	83.0233333333333	116.755	71.74	78.82	110.2	51.53	9	16	37	38	Blmh
49.5933333333333	90.2133333333333	92.7766666666667	60.89	120.61	91.64	52.425	54.675	21	22	27	30	Cabin1
1.6	7.41	24.1766666666667	5.075	30.73	71.315	10.445	53.28	11	24	41	24	Cdc42ep2
71.4933333333333	80.6666666666667	6.12	24.33	8.64	4	46.005	4.14	15	18	36	31	Kdm3a
8.12	257.686666666667	55.1366666666667	70.805	52.565	18.32	216.585	14.69	11	9	42	38	Tex15
108.366666666667	147.043333333333	139.453333333333	225.25	185.105	177.75	162.98	137.595	14	13	33	40	Arl1
109.423333333333	167.57	103.083333333333	133.84	86.92	89.53	125.2	69.515	20	14	32	34	Csnk1d
14.18	94.3966666666667	135.483333333333	231.975	194.445	161.96	172.16	171.575	17	19	42	22	Gas8
0.0366666666666667	19.79	34.99	0.19	5.75	11.45	0.51	3.74	15	15	36	34	Isl2
31.7433333333333	37.3566666666667	16.2633333333333	24.685	18.47	15.36	41.965	10.17	12	12	46	30	Rcor1
12.6633333333333	158.503333333333	2.02	12.375	7.16	0	33.31	0.17	27	15	30	28	Rhox9
293.95	80.7033333333333	64.7766666666667	102.85	67.67	104.56	104.32	71.49	21	15	38	26	E2f4
56.81	78.6966666666667	50.98	70.04	43.06	31.755	76.725	18.265	25	18	32	25	Pcnxl3
91.7566666666667	141.1	154.63	104.11	138.16	169.4	93.04	131.28	9	19	34	38	Bap1
105.463333333333	171.636666666667	181.373333333333	141.24	132.715	188.12	53.025	155.05	13	21	35	31	Rexo2
141.98	239.566666666667	166.47	177.645	190.915	162.21	100.86	159.955	13	15	24	48	0610010K14Rik
238.506666666667	202.563333333333	199.503333333333	174.37	160.47	273.485	148.2	160.005	25	19	28	28	Rars
49.83	110.136666666667	138.326666666667	138.165	133.815	163.285	157.87	131.06	23	18	19	40	Ccdc117
40.8466666666667	60.0766666666667	16.9366666666667	28.87	16.505	17.025	36.51	9.195	13	23	33	31	Smek2
135.866666666667	74.4666666666667	46.57	35.655	34.77	32.795	39.24	27.92	19	13	36	32	Tsr1
12.3733333333333	6.22333333333333	1.07333333333333	5.345	5.9	13.26	18.595	0.57	13	12	30	45	Slc16a6
233.56	337.003333333333	210.843333333333	185.05	152.905	137.04	168.88	118.75	15	20	30	35	Ddx1
64.0466666666667	63.5866666666667	19.79	29.17	12.93	22.21	22.155	19.87	18	10	44	28	Sptssa
48.8733333333333	35.45	25.5266666666667	25.845	16.65	13.58	36.92	19.085	20	18	36	26	4930427A07Rik
43.3733333333333	108.643333333333	155.42	149.585	99.84	95.175	135.395	101.03	22	12	41	25	Jkamp
31.53	83.5166666666667	59.0133333333333	59.94	32.735	30.955	73.27	38.255	26	22	32	20	Vipas39
54.4333333333333	13.7533333333333	5.22	6.95	5.095	6.155	12.07	2.4	18	21	23	38	Fancm
154.113333333333	83.02	47.6133333333333	180.86	26.975	9.24	171.835	13.83	15	20	23	42	Adi1
29.9	69.7066666666667	56.49	54.08	72.01	84.03	35.185	65.075	19	20	26	35	Pelo
257.223333333333	116.233333333333	96.0666666666667	80.795	82.06	125.91	108.975	57.09	16	25	35	24	Iars
26.87	109.566666666667	18.39	43.655	15.685	7.665	57.835	6.55	17	24	28	31	Arrdc3
20.62	99.4433333333333	8.97	22.83	11.625	5.115	47.73	2.775	14	21	38	27	Fam208b
183.693333333333	149.656666666667	38.6633333333333	70.295	37.385	26.285	83.505	18.975	8	17	41	34	Rnf44
95.1666666666667	115.613333333333	205.496666666667	129.645	175.54	237.14	102.615	187.7	26	23	18	33	Txndc5
44.0533333333333	72.5933333333333	69.8466666666667	68.18	65.545	58.49	46.33	50.605	13	12	26	49	Brd9
13.1466666666667	28.2733333333333	82.3733333333333	33.695	122.995	228.915	34.255	198.085	19	26	28	27	Cdk20
58.31	38.6533333333333	17.9733333333333	16.465	14.45	17.305	20.41	10.055	7	30	26	37	Utp15
1.20666666666667	32.79	478.063333333333	120.17	488.86	815.245	77.065	600.075	29	27	23	21	E330034G19Rik
14.9433333333333	34.8233333333333	33.8266666666667	12.01	24.835	44.735	9.66	37.005	21	9	26	44	Slain1
54.7933333333333	83.37	149.486666666667	69.81	106.75	162.43	46.915	169.93	14	32	22	32	Abhd4
62.27	144.773333333333	105.18	73.395	59.495	61.14	85.93	57.015	20	17	39	24	Chmp7
0.26	6.61666666666667	30.2366666666667	9.525	30.165	38.56	4.785	48.7	22	24	28	26	Zfp957
0	0.05	0	0.07	0.015	0	0	0	21	34	34	11	Cphx1
174.466666666667	58.4566666666667	62.6566666666667	83.93	60.785	62.61	76.215	54.675	14	13	46	27	Ppif
111.023333333333	95.5633333333333	34.8633333333333	56.385	26.16	23.64	55.66	19.475	17	15	35	33	Scrib
34.7	118.656666666667	68.64	67.11	66.71	99.48	100.51	65.52	20	14	28	38	Sgsm3
0.413333333333333	0.426666666666667	10.79	2.115	12.71	32.505	9.115	42.815	21	24	16	39	AU021063
95.1966666666667	100.306666666667	79.72	41.955	54.575	82.935	56.045	40.455	24	21	29	26	Espl1
91.9566666666667	99.4366666666667	42.4866666666667	32.915	24.435	18.63	50.185	17.87	26	10	33	31	Topors
44.8466666666667	80.78	101.05	97.35	74.26	45.89	69.93	82.505	16	23	23	38	Sharpin
84.96	122.676666666667	68.8933333333333	85.475	66.48	65.835	72.73	37.73	22	22	24	32	Gga1
3.48666666666667	32.0533333333333	29.69	26.095	30.155	33.525	11.76	21.775	7	14	41	38	Prickle1
70.1533333333333	64.7933333333333	28.5	41.31	21.23	15.62	37.075	14.68	14	13	33	40	Mfsd5
134.943333333333	105.416666666667	29.72	46.17	38.685	27.41	53.585	24.475	13	4	53	30	Cggbp1
24.35	44.2333333333333	59.8333333333333	31.74	40.59	51.08	47.725	53.2	13	14	47	26	Txndc11
84.2166666666667	52.3933333333333	62.3	194.105	106.27	145.62	93.375	157.615	21	8	40	31	0610012G03Rik
165.716666666667	152.973333333333	60.28	79.465	75.74	67.585	64.415	33.285	14	21	26	39	Rrn3
28.35	45.2933333333333	15.0533333333333	23.855	16.695	17.1	28.03	17.005	25	15	30	30	Osbpl11
109.403333333333	191.503333333333	117.413333333333	181.295	90.61	71.285	143.82	91.705	17	16	30	37	Rfc4
235.853333333333	150.563333333333	44.37	62.18	32.395	30.72	99.825	26.575	10	10	47	33	Stk38
491.613333333333	396.593333333333	496.07	527.055	598.17	456.435	389.435	541.845	16	21	42	21	Tecr
49.4633333333333	123.873333333333	110.15	42.1	78.83	73.67	61.57	70.3	15	16	41	28	Itfg3
42.9833333333333	67.4633333333333	17.2433333333333	40.87	19.335	20.12	56.29	13.9	7	14	40	39	Scaf8
115.863333333333	97.75	98.03	114.205	73.3	62.03	71.43	51.35	21	18	20	41	Oard1
70.24	40.7933333333333	12.2	43.02	15.345	10.615	46.025	7.56	13	8	29	50	Unc119b
11.7533333333333	14.46	23.9266666666667	16.96	26.415	38.375	12.465	27.905	11	21	17	51	Tnfaip8
23.44	106.383333333333	191.79	83.295	129.415	191.615	93.52	166.005	15	12	32	41	Slc39a6
88.13	188.513333333333	130.563333333333	78.81	81.995	106.895	122.195	98.21	8	14	40	38	Me2
48.1433333333333	141.09	130.276666666667	103.06	131.035	107.995	105.41	89.955	20	14	31	35	Fbxo38
245.913333333333	215.516666666667	50.0433333333333	40.525	27.665	41.425	100.37	19.185	19	30	31	20	Lars
105.736666666667	201.16	119.29	103.15	63.245	31.53	92.9	38.795	16	10	32	42	Psmg2
185.966666666667	122.436666666667	139.68	166.695	105.735	100.44	97.665	95.015	20	17	39	24	Wdr74
63.8033333333333	51.9133333333333	30.09	19.715	24.505	23.78	30.01	14.425	25	21	37	17	Rrp12
10.1133333333333	92.7666666666667	65.3633333333333	65.81	32.045	33.545	36.695	21.96	15	16	39	30	Macrod1
154.326666666667	197.003333333333	300.153333333333	232.025	206.43	203.895	149.61	172.54	24	13	40	23	Otub1
220.65	53.85	23.5266666666667	41.365	25.095	23.625	36.53	8.32	10	30	23	37	Yars
685.083333333333	107.153333333333	10.6833333333333	12.355	9.805	22.645	19.64	1.15	28	21	32	19	Psat1
82.4566666666667	80.6166666666667	133.226666666667	62.715	110.59	148.06	57.615	121.53	9	34	8	49	Brms1
689.296666666667	577.713333333333	420.22	294.11	260.13	291.955	298.74	199.9	12	22	37	29	Hat1
0.336666666666667	8.88	8.35666666666667	2.435	5.87	15.82	0.65	4.44	2	12	26	60	Unc5a
278.45	227.37	189.583333333333	110.345	130.78	151.025	117.89	79.51	13	17	46	24	Eprs
41.5933333333333	61.1733333333333	23.0766666666667	37.31	24.72	14.54	34.75	21.79	14	26	29	31	Uap1
455.883333333333	348.086666666667	269.263333333333	540.255	418.06	319.39	293.325	387.34	19	15	31	35	Snrpd2
146.326666666667	121.81	108.543333333333	131.665	45.225	32.72	133.43	60.05	22	19	25	34	Rnh1
20.6033333333333	90.2233333333333	44.27	67.135	51.95	44.24	71.605	16.375	26	19	19	36	Slc12a6
134.223333333333	104.583333333333	69.2566666666667	90.26	77.32	81.18	76.66	69.585	9	47	18	26	Mrpl10
203.54	297.46	357.516666666667	345.97	337.285	263.285	199.26	279.515	15	26	26	33	Mrpl30
19.7533333333333	141.006666666667	221.663333333333	244.91	256.81	181.515	204.41	210.25	18	23	30	29	Scamp1
7.15333333333333	82.1433333333333	5.95666666666667	16.655	7.085	5.65	29.305	5.365	15	25	34	26	Scml2
84.4666666666667	108.79	107.193333333333	76.13	108.595	120.08	64.59	74.23	23	12	38	27	Jmjd6
20.9166666666667	87.1033333333333	23.3066666666667	23.845	23.44	20.815	39.09	12.3	3	7	55	35	Whsc1
79.35	103.816666666667	85.3666666666667	65.315	72.335	57.46	60.625	58.2	9	31	22	38	Thoc5
314.063333333333	3.96	0.603333333333333	6.74	2.87	10.365	11.95	3.425	22	19	28	31	Cth
207.386666666667	248.553333333333	98.3133333333333	158.45	82.25	80.26	202.285	70.23	9	27	45	19	Chd4
67.3433333333333	56.6066666666667	24.3533333333333	29.315	23.675	30.945	30.655	13.34	6	15	39	40	Pom121
80.9166666666667	60.88	32.1066666666667	61.255	38.18	38.51	57.045	27.665	14	11	38	37	Cdk9
16.3466666666667	121.25	89.65	66.33	72.295	75.025	81.295	52.55	5	14	38	43	Pacs1
27.38	154.896666666667	44.93	63.84	39.425	55.735	169.91	42.175	13	13	45	29	Ddb2
351.693333333333	161.976666666667	48.66	67.64	56.54	62.165	73.73	69.075	24	21	31	24	Cdc20
68.4433333333333	47.9966666666667	57.87	49.875	35.165	24.825	39.45	32.6	9	22	18	51	Gtpbp6
55.5933333333333	120.69	46.7666666666667	7.73	33.045	36.52	17.88	22.285	18	10	50	22	Cenpf
239.62	479.823333333333	525.456666666667	780.965	397.96	212.135	444.99	405.9	15	20	19	46	Srsf9
431.283333333333	77.33	80.8	46.855	76.115	205.67	41.625	60.77	39	18	23	20	Shmt2
110.67	195.71	87.95	75.18	80.14	61.245	118.15	50.47	8	19	23	50	Cstf2
0.376666666666667	0.603333333333333	17.68	0.635	18.87	48.7	2.425	34.965	16	8	58	18	Grm2
39.94	92.6266666666667	197.366666666667	99.39	90.57	120.95	97.445	104.53	10	17	40	33	Skiv2l
78.29	194.073333333333	102.393333333333	135.37	107.955	131.365	130.89	97.03	9	28	25	38	Rnf216
154.143333333333	342.173333333333	180.14	287.615	277.77	297.58	288.52	297.425	19	20	26	35	Med21
22.7433333333333	81.45	16.3866666666667	32.265	9.675	11.965	60.165	8.49	28	24	22	26	Eif4ebp3
0.196666666666667	6.78333333333333	16.6266666666667	3.805	17.79	30.98	2.045	23.245	24	5	54	17	Slco3a1
175.406666666667	173.07	112.716666666667	201.33	91.075	81.875	160.44	88.535	11	17	45	27	Napa
98.6566666666667	163.026666666667	103.196666666667	109.72	98.345	133.73	104.335	130.14	16	9	37	38	Taf9
222.573333333333	95.8233333333333	43.1566666666667	64.54	41.98	41.71	63	40.36	15	13	36	36	Atic
182.386666666667	194.363333333333	102.663333333333	470.52	117.215	69.4	432.435	71.79	26	28	27	19	Ogt
247.766666666667	74.8333333333333	56.96	45.41	41.34	47.105	54.525	20.5	20	18	26	36	Mthfd1
242.896666666667	260.236666666667	364.603333333333	321.32	443.61	417.96	255.135	331.45	11	16	41	32	Fam50a
109.183333333333	240.88	445.88	284.7	322.535	503.38	190.425	528.26	24	36	18	22	Mat2b
25.5266666666667	192.126666666667	65.7566666666667	119.825	64.98	44.01	138.25	23.79	15	9	56	20	Rimklb
303.98	357.91	472.533333333333	225.645	320.08	357.16	170.49	360.985	19	8	36	37	Rnf187
142.993333333333	275.603333333333	166.666666666667	244.99	188.8	207.865	199.095	141.48	15	25	32	28	Atp6v1h
0.03	1.22333333333333	3.82	11.22	4.43	18.445	12	7.965	21	25	24	30	Epsti1
87.7466666666667	124.71	112.946666666667	386.185	160.22	181.935	325.435	115.335	13	20	29	38	Dnajc9
51.5466666666667	53.3	56.9366666666667	26.645	45.7	54.975	23.46	49.225	18	20	26	36	Ccdc86
129.74	267.543333333333	306.3	250.715	345.72	303.355	170.985	309.61	14	18	35	33	Cops8
138.22	16.8733333333333	16.1966666666667	25.54	28.42	59.695	19.125	20.12	18	11	46	25	Gpt2
51.11	143.01	224.016666666667	168.01	214.525	215.81	146.915	178.08	20	28	20	32	Edem2
150.263333333333	240.31	124.74	313.88	138.555	157.765	235.61	116.43	17	14	40	29	Pttg1ip
4.55	76.24	43.34	179.36	54.005	30.15	124.375	23.345	11	17	36	36	Sft2d2
121.533333333333	163.17	89.0066666666667	104.54	80.025	104.14	118.87	113.885	20	22	16	42	Pnrc1
3.17	7.25666666666667	25.35	15.035	32.115	63.81	15.29	28.165	28	17	27	28	Calr4
42.62	74.0333333333333	37.98	57.195	58	47.54	71.22	26.39	18	18	25	39	Ibtk
42.09	90.4533333333333	23.1033333333333	28.9	19.62	18.725	83.37	9.12	23	15	39	23	Ankhd1
156.61	72.9866666666667	32.97	55.495	39.545	39.855	55.685	27.385	15	21	32	32	Atad3a
1.82	10.0766666666667	0.173333333333333	3.275	0.205	0.05	3.61	1.325	12	11	41	36	Aif1l
61.1766666666667	108.64	155.536666666667	161.005	86.025	71.485	163.995	53.69	11	35	25	29	Tbcd
108.523333333333	81.26	133.846666666667	118.91	131.51	174.295	92.175	107.985	22	10	32	36	Nusap1
841.893333333333	353.036666666667	454.65	248.485	387.745	346.03	171.73	377.03	2	11	47	40	Rcc2
0.77	48.38	143.43	179.97	170.085	144.905	71.69	155.255	17	7	49	27	Lhfp
13.5	53.14	9.41	19.325	8.505	2.475	17.85	5.085	20	21	32	27	Trmt10a
111.3	90.14	16.9366666666667	29.5	20.79	21.36	36.595	8.7	24	14	29	33	Ppp1r15b
112.476666666667	161.733333333333	70.0166666666667	55.575	43.07	40.89	92.66	27.31	25	13	24	38	Tpr
32.7333333333333	105.963333333333	40.0666666666667	50.46	40.095	25.83	80.36	24.815	15	16	41	28	Nabp1
0.12	5.04666666666667	222.19	44.89	378.3	561.455	32.34	719.75	28	27	27	18	Sp110
83.37	110.256666666667	203.456666666667	262.16	132.11	165.69	168.08	228.72	15	22	29	34	Pfdn4
85.43	56.25	111.493333333333	44.54	70.245	87.07	36.85	115.785	28	18	27	27	Exosc4
56.4533333333333	67.89	16.5266666666667	23.71	14.2	20.46	49.365	17.31	25	18	31	26	Ints5
55.9033333333333	111.73	72.8766666666667	70.95	52.16	49.38	83.355	35.455	18	15	31	36	Rars2
55.4	48.6566666666667	19.8166666666667	29.575	20.715	27.17	29.125	23.55	6	12	35	47	Rbm15b
35.4266666666667	104.7	62.3766666666667	125.175	45.995	24.285	86.415	25.2	13	14	24	49	Slc30a9
37.2633333333333	69.6033333333333	11.7	32.32	9.075	8.89	44.77	8.55	15	20	37	28	Uhrf2
29.6533333333333	126.226666666667	122.623333333333	111.74	163.775	206.925	87.81	185.525	15	10	38	37	Supt3
113.083333333333	224.196666666667	163.396666666667	234.68	170.76	226.175	182.755	171.255	17	15	35	33	Mmadhc
