Repeats	Samples	CPM
88	CR1	IVD.D10	218.329834260032
89	tRNA	IVD.D10	93.9224938904105
90	Gypsy?	IVD.D10	2.60817913759575
91	LTR?	IVD.D10	7.48799816922651
92	TcMar-Mariner	IVD.D10	19.8558153700838
93	LTR	IVD.D10	1.31811203727957
94	RNA	IVD.D10	9.08655957614004
95	TcMar-Tc2	IVD.D10	18.2572539631703
96	Y-chromosome	IVD.D10	2.3557747049252
97	Helitron	IVD.D10	0
98	PiggyBac	IVD.D10	0.252404432670557
99	Deu	IVD.D10	49.9480327318068
100	ERVL?	IVD.D10	3.14103293990026
101	MULE-MuDR	IVD.D10	2.24359495707162
102	hAT	IVD.D10	11.3021095962483
103	TcMar?	IVD.D10	0.588943676231299
104	rRNA	IVD.D10	2304.48051521915
105	DNA	IVD.D10	2.97276331811989
106	ERV1?	IVD.D10	0.420674054450928
107	DNA?	IVD.D10	6.81491968210503
108	Helitron?	IVD.D10	0
109	hAT?	IVD.D10	4.12260573361909
110	hAT-Tip100?	IVD.D10	0.168269621780371
111	PiggyBac?	IVD.D10	3.14103293990026
112	L1?	IVD.D10	7.20754879959256
113	Penelope?	IVD.D10	0
114	Dong-R4	IVD.D10	0.336539243560742
115	TcMar	IVD.D10	0
116	MuDR	IVD.D10	8.63784058472572
117	TcMar-Pogo	IVD.D10	0
118	centr	IVD.D10	0
119	ERVK	IVD.D13	280966.553727899
120	scRNA	IVD.D13	56.7478082252548
121	L1	IVD.D13	3942.350096333
122	B4	IVD.D13	1376.98796517541
123	Simple_repeat	IVD.D13	3094.54743580612
124	B2	IVD.D13	3484.44523105642
125	ERV1	IVD.D13	5082.55493927166
126	Alu	IVD.D13	3361.75031799654
127	ERVL-MaLR	IVD.D13	84279.5816363077
128	ERVL	IVD.D13	1449.28427779257
129	L2	IVD.D13	361.481563085785
130	hAT-Charlie	IVD.D13	337.326354810888
131	ID	IVD.D13	210.821917081491
132	Satellite	IVD.D13	1836.27554681353
133	MIR	IVD.D13	466.850193574647
134	Low_complexity	IVD.D13	1878.06744337325
135	TcMar-Tigger	IVD.D13	76.5573365067709
136	Other	IVD.D13	57.5097131591592
137	hAT-Blackjack	IVD.D13	10.4691381658725
138	ERVK?	IVD.D13	18.20106230994
139	snRNA	IVD.D13	5.47442804360986
140	RTE-X	IVD.D13	1.32627895901888
141	hAT-Tip100	IVD.D13	31.2381022900831
142	Gypsy	IVD.D13	25.8483303502404
143	Unknown	IVD.D13	1507.72520809317
144	SINE?	IVD.D13	0.733686232648744
145	srpRNA	IVD.D13	2.70899532054921
146	RTE-BovB	IVD.D13	3.16049454064074
147	CR1	IVD.D13	121.566165009646
148	tRNA	IVD.D13	43.9365178551575
149	Gypsy?	IVD.D13	1.3544976602746
150	LTR?	IVD.D13	4.00705557831237
151	TcMar-Mariner	IVD.D13	10.920637385964
152	LTR	IVD.D13	1.04409194646167
153	RNA	IVD.D13	2.99118233310642
154	TcMar-Tc2	IVD.D13	4.00705557831237
155	Y-chromosome	IVD.D13	3.61199376073228
156	Helitron	IVD.D13	0.0282187012557209
157	PiggyBac	IVD.D13	0.507936622602977
158	Deu	IVD.D13	22.4338674982981
159	ERVL?	IVD.D13	1.07231064771739
160	MULE-MuDR	IVD.D13	1.97530908790046
161	hAT	IVD.D13	4.1763677858467
162	TcMar?	IVD.D13	0.169312207534326
163	rRNA	IVD.D13	440.888988419384
164	DNA	IVD.D13	2.53968311301488
165	ERV1?	IVD.D13	0.112874805022884
166	DNA?	IVD.D13	0.846561037671628
167	Helitron?	IVD.D13	0
168	hAT?	IVD.D13	3.55555635822084
169	hAT-Tip100?	IVD.D13	0
170	PiggyBac?	IVD.D13	0.366843116324372
171	L1?	IVD.D13	2.05996519166763
172	Penelope?	IVD.D13	0.197530908790046
173	Dong-R4	IVD.D13	0.282187012557209
174	TcMar	IVD.D13	0
175	MuDR	IVD.D13	2.31393350296912
176	TcMar-Pogo	IVD.D13	0
177	centr	IVD.D13	0
178	ERVK	IVD.D20	146212.225292796
179	scRNA	IVD.D20	41.1462078190348
180	L1	IVD.D20	4487.59942689482
181	B4	IVD.D20	1407.72018245585
182	Simple_repeat	IVD.D20	3089.07215681764
183	B2	IVD.D20	2593.47908051349
184	ERV1	IVD.D20	7459.98499589901
185	Alu	IVD.D20	3160.39647699702
186	ERVL-MaLR	IVD.D20	303146.366190725
187	ERVL	IVD.D20	3174.37604375218
188	L2	IVD.D20	351.771547124676
189	hAT-Charlie	IVD.D20	384.961130781478
190	ID	IVD.D20	202.370871122279
191	Satellite	IVD.D20	1860.83566363096
192	MIR	IVD.D20	440.2137041471
193	Low_complexity	IVD.D20	1895.2615355042
194	TcMar-Tigger	IVD.D20	96.8108772568045
195	Other	IVD.D20	82.9898089909346
196	hAT-Blackjack	IVD.D20	10.6827981779774
197	ERVK?	IVD.D20	20.5414042116599
198	snRNA	IVD.D20	6.84713473721997
199	RTE-X	IVD.D20	2.15557945430999
200	hAT-Tip100	IVD.D20	40.4171147683123
201	Gypsy	IVD.D20	23.6479746016949
202	Unknown	IVD.D20	1444.80882894913
203	SINE?	IVD.D20	3.07487069217748
204	srpRNA	IVD.D20	1.33138731001499
205	RTE-BovB	IVD.D20	1.74348338216249
206	CR1	IVD.D20	116.940185396317
207	tRNA	IVD.D20	30.0513135689098
208	Gypsy?	IVD.D20	2.15557945430999
209	LTR?	IVD.D20	1.52158549715999
210	TcMar-Mariner	IVD.D20	18.7345214337824
211	LTR	IVD.D20	1.55328519501749
212	RNA	IVD.D20	5.23045014648747
213	TcMar-Tc2	IVD.D20	6.75203564364747
214	Y-chromosome	IVD.D20	12.1409842794224
215	Helitron	IVD.D20	0.316996978574998
216	PiggyBac	IVD.D20	0.412096072147498
217	Deu	IVD.D20	21.9044912195324
218	ERVL?	IVD.D20	1.39478670572999
219	MULE-MuDR	IVD.D20	1.45818610144499
220	hAT	IVD.D20	5.89614380149497
221	TcMar?	IVD.D20	0.316996978574998
222	rRNA	IVD.D20	247.384442079929
223	DNA	IVD.D20	2.56767552645749
224	ERV1?	IVD.D20	0.285297280717499
225	DNA?	IVD.D20	3.29676857717998
226	Helitron?	IVD.D20	0
227	hAT?	IVD.D20	3.39186767075248
228	hAT-Tip100?	IVD.D20	0
229	PiggyBac?	IVD.D20	0.824192144294996
230	L1?	IVD.D20	1.93368156930749
231	Penelope?	IVD.D20	0
232	Dong-R4	IVD.D20	0.0633993957149997
233	TcMar	IVD.D20	0.0316996978574998
234	MuDR	IVD.D20	1.17288882072749
235	TcMar-Pogo	IVD.D20	0
236	centr	IVD.D20	0
237	ERVK	IVD.D5	15294.7850965327
238	scRNA	IVD.D5	193.777136368511
239	L1	IVD.D5	7727.38421897494
240	B4	IVD.D5	3068.46355892677
241	Simple_repeat	IVD.D5	7258.5034531854
242	B2	IVD.D5	11211.7914429293
243	ERV1	IVD.D5	4486.50068118263
244	Alu	IVD.D5	13615.8390410011
245	ERVL-MaLR	IVD.D5	5637.0849850132
246	ERVL	IVD.D5	1545.75683092079
247	L2	IVD.D5	976.373709625612
248	hAT-Charlie	IVD.D5	710.71150653975
249	ID	IVD.D5	427.533829770041
250	Satellite	IVD.D5	1009.58148501134
251	MIR	IVD.D5	1366.63018369304
252	Low_complexity	IVD.D5	4040.5723483803
253	TcMar-Tigger	IVD.D5	173.103668358766
254	Other	IVD.D5	103.530123261402
255	hAT-Blackjack	IVD.D5	11.199485032051
256	ERVK?	IVD.D5	23.1477728424078
257	snRNA	IVD.D5	56.0299818027902
258	RTE-X	IVD.D5	2.34407826252231
259	hAT-Tip100	IVD.D5	40.0446703180895
260	Gypsy	IVD.D5	20.0223351590447
261	Unknown	IVD.D5	655.202431017521
262	SINE?	IVD.D5	2.08362512224205
263	srpRNA	IVD.D5	14.1295828602039
264	RTE-BovB	IVD.D5	1.00925591858599
265	CR1	IVD.D5	174.536160630307
266	tRNA	IVD.D5	62.866876735147
267	Gypsy?	IVD.D5	3.80912717659875
268	LTR?	IVD.D5	4.88349638025481
269	TcMar-Mariner	IVD.D5	17.1899072584969
270	LTR	IVD.D5	0.61857620816561
271	RNA	IVD.D5	23.1152161998728
272	TcMar-Tc2	IVD.D5	12.4366374483823
273	Y-chromosome	IVD.D5	5.53462923095545
274	Helitron	IVD.D5	0
275	PiggyBac	IVD.D5	0.586019565630578
276	Deu	IVD.D5	47.5326981011468
277	ERVL?	IVD.D5	2.05106847970702
278	MULE-MuDR	IVD.D5	0.813916063375802
279	hAT	IVD.D5	3.67890060645863
280	TcMar?	IVD.D5	1.7255020543567
281	rRNA	IVD.D5	4047.734809738
282	DNA	IVD.D5	2.21385169238218
283	ERV1?	IVD.D5	2.40919154759237
284	DNA?	IVD.D5	6.86945157489177
285	Helitron?	IVD.D5	0.130226570140128
286	hAT?	IVD.D5	1.56271884168154
287	hAT-Tip100?	IVD.D5	0
288	PiggyBac?	IVD.D5	2.01851183717199
289	L1?	IVD.D5	0.130226570140128
290	Penelope?	IVD.D5	0
291	Dong-R4	IVD.D5	0
292	TcMar	IVD.D5	0
293	MuDR	IVD.D5	6.1857620816561
294	TcMar-Pogo	IVD.D5	0
295	centr	IVD.D5	0
296	ERVK	IVD.D10	79788.2896496892
297	scRNA	IVD.D10	132.082796707176
298	L1	IVD.D10	22804.9301371265
299	B4	IVD.D10	3546.89022638012
300	Simple_repeat	IVD.D10	5757.84440875774
301	B2	IVD.D10	6952.35496020394
302	ERV1	IVD.D10	24902.1743335931
303	Alu	IVD.D10	9892.6645806175
304	ERVL-MaLR	IVD.D10	6232.30748680579
305	ERVL	IVD.D10	2544.6169296734
306	L2	IVD.D10	667.846462761577
307	hAT-Charlie	IVD.D10	860.222642346391
308	ID	IVD.D10	545.696792496225
309	Satellite	IVD.D10	2065.81245020847
310	MIR	IVD.D10	1018.94427814755
311	Low_complexity	IVD.D10	3303.38970371012
312	TcMar-Tigger	IVD.D10	227.558896667214
313	Other	IVD.D10	89.849643723761
314	hAT-Blackjack	IVD.D10	13.8577533226829
315	ERVK?	IVD.D10	27.6460442226957
316	snRNA	IVD.D10	54.6669266413606
317	RTE-X	IVD.D10	6.28634925164312
318	hAT-Tip100	IVD.D10	55.9867126720923
319	Gypsy	IVD.D10	40.9828293753529
320	Unknown	IVD.D10	1252.54640558706
321	SINE?	IVD.D10	2.81322811813863
322	srpRNA	IVD.D10	15.5595826781001
323	RTE-BovB	IVD.D10	1.77129177808729
324	CR1	IVD.D10	206.754901077522
325	tRNA	IVD.D10	96.3443802434144
326	Gypsy?	IVD.D10	2.53537842745827
327	LTR?	IVD.D10	7.15462953501924
328	TcMar-Mariner	IVD.D10	19.8315216723106
329	LTR	IVD.D10	1.49344208740693
330	RNA	IVD.D10	11.0792564158793
331	TcMar-Tc2	IVD.D10	15.8374323687804
332	Y-chromosome	IVD.D10	7.25882316902437
333	Helitron	IVD.D10	1.18086118539152
334	PiggyBac	IVD.D10	0.382043324685493
335	Deu	IVD.D10	50.9854182398458
336	ERVL?	IVD.D10	3.29946507682926
337	MULE-MuDR	IVD.D10	3.3341962881643
338	hAT	IVD.D10	11.8086118539152
339	TcMar?	IVD.D10	0.764086649370986
340	rRNA	IVD.D10	2852.89116148325
341	DNA	IVD.D10	4.13301414887034
342	ERV1?	IVD.D10	0.312580902015404
343	DNA?	IVD.D10	7.57140407103978
344	Helitron?	IVD.D10	0
345	hAT?	IVD.D10	9.82893280781769
346	hAT-Tip100?	IVD.D10	1.11139876272144
347	PiggyBac?	IVD.D10	1.63236693274711
348	L1?	IVD.D10	7.95344739572527
349	Penelope?	IVD.D10	0
350	Dong-R4	IVD.D10	0
351	TcMar	IVD.D10	0.208387268010269
352	MuDR	IVD.D10	5.17495048892168
353	TcMar-Pogo	IVD.D10	0
354	centr	IVD.D10	0
355	ERVK	IVD.D13	257118.390963498
356	scRNA	IVD.D13	97.2065208227246
357	L1	IVD.D13	4889.26870190386
358	B4	IVD.D13	1550.26705086945
359	Simple_repeat	IVD.D13	3175.70251252476
360	B2	IVD.D13	7024.55529645155
361	ERV1	IVD.D13	6560.62593964585
362	Alu	IVD.D13	4143.66407267617
363	ERVL-MaLR	IVD.D13	119713.098112949
364	ERVL	IVD.D13	1727.91810143267
365	L2	IVD.D13	380.162826241922
366	hAT-Charlie	IVD.D13	379.012067786795
367	ID	IVD.D13	222.183231534273
368	Satellite	IVD.D13	1771.75548484591
369	MIR	IVD.D13	494.348462383693
370	Low_complexity	IVD.D13	1805.45316639982
371	TcMar-Tigger	IVD.D13	93.3199969837101
372	Other	IVD.D13	53.1520131726669
373	hAT-Blackjack	IVD.D13	9.83572792778517
374	ERVK?	IVD.D13	16.0889059480989
375	snRNA	IVD.D13	9.18435521733582
376	RTE-X	IVD.D13	1.43301996298857
377	hAT-Tip100	IVD.D13	31.5698640331118
378	Gypsy	IVD.D13	25.3601108601613
379	Unknown	IVD.D13	1440.33704976928
380	SINE?	IVD.D13	0.890209370947444
381	srpRNA	IVD.D13	3.0397393154303
382	RTE-BovB	IVD.D13	1.17247087880883
383	CR1	IVD.D13	118.332709064965
384	tRNA	IVD.D13	49.5260384178322
385	Gypsy?	IVD.D13	2.25809206289108
386	LTR?	IVD.D13	3.86481141533281
387	TcMar-Mariner	IVD.D13	11.2036106197288
388	LTR	IVD.D13	0.607947863086059
389	RNA	IVD.D13	2.67062811284233
390	TcMar-Tc2	IVD.D13	4.16878534687584
391	Y-chromosome	IVD.D13	7.01311284917133
392	Helitron	IVD.D13	0.694797557812639
393	PiggyBac	IVD.D13	0.694797557812639
394	Deu	IVD.D13	17.977886808402
395	ERVL?	IVD.D13	2.62720326547904
396	MULE-MuDR	IVD.D13	2.6054908417974
397	hAT	IVD.D13	3.56083748378978
398	TcMar?	IVD.D13	0.13027454208987
399	rRNA	IVD.D13	367.830169590748
400	DNA	IVD.D13	2.14952994448285
401	ERV1?	IVD.D13	0.195411813134805
402	DNA?	IVD.D13	2.08439267343792
403	Helitron?	IVD.D13	0.0651372710449349
404	hAT?	IVD.D13	4.01679838110432
405	hAT-Tip100?	IVD.D13	0
406	PiggyBac?	IVD.D13	0.998771489355669
407	L1?	IVD.D13	2.01925540239298
408	Penelope?	IVD.D13	0
409	Dong-R4	IVD.D13	0.13027454208987
410	TcMar	IVD.D13	0
411	MuDR	IVD.D13	2.69234053652398
412	TcMar-Pogo	IVD.D13	0
413	centr	IVD.D13	0
414	ERVK	IVD.D20	173280.99287806
415	scRNA	IVD.D20	59.5364747916562
416	L1	IVD.D20	5289.6442582202
417	B4	IVD.D20	1583.91368716166
418	Simple_repeat	IVD.D20	3339.10540194189
419	B2	IVD.D20	3786.79092010108
420	ERV1	IVD.D20	8828.5509710103
421	Alu	IVD.D20	3587.93024128955
422	ERVL-MaLR	IVD.D20	204506.324629988
423	ERVL	IVD.D20	3220.11544930299
424	L2	IVD.D20	388.785353274696
425	hAT-Charlie	IVD.D20	399.685618640826
426	ID	IVD.D20	212.693502880229
427	Satellite	IVD.D20	1969.18550312291
428	MIR	IVD.D20	491.895223882736
429	Low_complexity	IVD.D20	2055.55765660783
430	TcMar-Tigger	IVD.D20	107.923693383946
431	Other	IVD.D20	93.2608998711306
432	hAT-Blackjack	IVD.D20	10.5406119403443
433	ERVK?	IVD.D20	25.6183901752201
434	snRNA	IVD.D20	8.93600434837591
435	RTE-X	IVD.D20	2.76656481373867
436	hAT-Tip100	IVD.D20	40.059858502936
437	Gypsy	IVD.D20	27.1400008227764
438	Unknown	IVD.D20	1619.13205724056
439	SINE?	IVD.D20	3.43054036903595
440	srpRNA	IVD.D20	1.77060148079275
441	RTE-BovB	IVD.D20	1.2449541661824
442	CR1	IVD.D20	124.384754025691
443	tRNA	IVD.D20	32.6731304502537
444	Gypsy?	IVD.D20	2.2962487954031
445	LTR?	IVD.D20	1.90892972147968
446	TcMar-Mariner	IVD.D20	18.0103369374388
447	LTR	IVD.D20	1.99192666589184
448	RNA	IVD.D20	6.2524364790494
449	TcMar-Tc2	IVD.D20	6.86108073807191
450	Y-chromosome	IVD.D20	14.0541492537925
451	Helitron	IVD.D20	0.608644259022508
452	PiggyBac	IVD.D20	0.304322129511254
453	Deu	IVD.D20	22.3261780468711
454	ERVL?	IVD.D20	2.98788999883777
455	MULE-MuDR	IVD.D20	0.885300740396375
456	hAT	IVD.D20	4.09451592433324
457	TcMar?	IVD.D20	0.387319073923414
458	rRNA	IVD.D20	274.360232578464
459	DNA	IVD.D20	3.1262182395247
460	ERV1?	IVD.D20	0.470316018335574
461	DNA?	IVD.D20	2.40691138795265
462	Helitron?	IVD.D20	0
463	hAT?	IVD.D20	3.81785944295937
464	hAT-Tip100?	IVD.D20	0.0553312962747734
465	PiggyBac?	IVD.D20	0.719306851572055
466	L1?	IVD.D20	2.15792055471616
467	Penelope?	IVD.D20	0
468	Dong-R4	IVD.D20	0.221325185099094
469	TcMar	IVD.D20	0
470	MuDR	IVD.D20	1.16195722177024
471	TcMar-Pogo	IVD.D20	0
472	centr	IVD.D20	0
473	ERVK	IVD.D5	25544.0281449096
474	scRNA	IVD.D5	119.454343014725
475	L1	IVD.D5	13544.5471959899
476	B4	IVD.D5	3950.9224499574
477	Simple_repeat	IVD.D5	5970.43042220087
478	B2	IVD.D5	6479.82642641498
479	ERV1	IVD.D5	5883.75252152656
480	Alu	IVD.D5	10471.4381253908
481	ERVL-MaLR	IVD.D5	5110.00343916712
482	ERVL	IVD.D5	2387.81645555262
483	L2	IVD.D5	687.942316365263
484	hAT-Charlie	IVD.D5	955.489555004442
485	ID	IVD.D5	615.166273294913
486	Satellite	IVD.D5	2814.20058420469
487	MIR	IVD.D5	1264.34309639377
488	Low_complexity	IVD.D5	3398.4415763545
489	TcMar-Tigger	IVD.D5	235.278958195517
490	Other	IVD.D5	105.15321534903
491	hAT-Blackjack	IVD.D5	16.1885861393398
492	ERVK?	IVD.D5	22.1776370653287
493	snRNA	IVD.D5	29.6548764032301
494	RTE-X	IVD.D5	4.46456523573721
495	hAT-Tip100	IVD.D5	56.6600514876893
496	Gypsy	IVD.D5	41.4877891418507
497	Unknown	IVD.D5	1673.66750422636
498	SINE?	IVD.D5	3.59343055559337
499	srpRNA	IVD.D5	13.3936957072116
500	RTE-BovB	IVD.D5	3.41194416389673
501	CR1	IVD.D5	252.520165406697
502	tRNA	IVD.D5	74.5546097089775
503	Gypsy?	IVD.D5	2.10524214368096
504	LTR?	IVD.D5	4.79124074079115
505	TcMar-Mariner	IVD.D5	14.9181813974634
506	LTR	IVD.D5	1.4881884119124
507	RNA	IVD.D5	9.32840053320702
508	TcMar-Tc2	IVD.D5	15.6441269642499
509	Y-chromosome	IVD.D5	6.64240193609683
510	Helitron	IVD.D5	0.871134680143846
511	PiggyBac	IVD.D5	0.508161896750577
512	Deu	IVD.D5	49.4005958198239
513	ERVL?	IVD.D5	4.57345707075519
514	MULE-MuDR	IVD.D5	4.13788973068327
515	hAT	IVD.D5	8.4935631314025
516	TcMar?	IVD.D5	0.290378226714615
517	rRNA	IVD.D5	4644.92641180533
518	DNA	IVD.D5	4.28307884404058
519	ERV1?	IVD.D5	0.254080948375288
520	DNA?	IVD.D5	8.34837401804519
521	Helitron?	IVD.D5	0
522	hAT?	IVD.D5	10.9617780584767
523	hAT-Tip100?	IVD.D5	0.108891835017981
524	PiggyBac?	IVD.D5	2.21413397869894
525	L1?	IVD.D5	6.64240193609683
526	Penelope?	IVD.D5	0.181486391696635
527	Dong-R4	IVD.D5	0.399270061732596
528	TcMar	IVD.D5	0.254080948375288
529	MuDR	IVD.D5	7.51353661624067
530	TcMar-Pogo	IVD.D5	0
531	centr	IVD.D5	0
532	ERVK	IVD.D10	97387.5396360757
533	scRNA	IVD.D10	122.571200448718
534	L1	IVD.D10	17345.25543306
535	B4	IVD.D10	3045.19621320225
536	Simple_repeat	IVD.D10	5065.56100043049
537	B2	IVD.D10	5656.30039717761
538	ERV1	IVD.D10	20085.5972716635
539	Alu	IVD.D10	8195.93332561589
540	ERVL-MaLR	IVD.D10	10776.995548697
541	ERVL	IVD.D10	1858.85348318225
542	L2	IVD.D10	586.762413352547
543	hAT-Charlie	IVD.D10	760.633838452188
544	ID	IVD.D10	456.408914462641
545	Satellite	IVD.D10	1750.7024239628
546	MIR	IVD.D10	934.047481290582
547	Low_complexity	IVD.D10	3104.04984516373
548	TcMar-Tigger	IVD.D10	194.671906595023
549	Other	IVD.D10	86.4350132015821
550	hAT-Blackjack	IVD.D10	12.7892919235707
551	ERVK?	IVD.D10	20.8004814953824
552	snRNA	IVD.D10	33.6469962016089
553	RTE-X	IVD.D10	4.63504539511959
554	hAT-Tip100	IVD.D10	54.3902549143355
555	Gypsy	IVD.D10	46.6651792558028
556	Unknown	IVD.D10	1124.05573109916
557	SINE?	IVD.D10	2.63224800216668
558	srpRNA	IVD.D10	8.44036044173013
559	RTE-BovB	IVD.D10	2.68947078482248
560	CR1	IVD.D10	199.306951990143
561	tRNA	IVD.D10	95.5620470351818
562	Gypsy?	IVD.D10	1.68807208834603
563	LTR?	IVD.D10	8.55480600704172
564	TcMar-Mariner	IVD.D10	16.7948867094766
565	LTR	IVD.D10	0.829730348509063
566	RNA	IVD.D10	14.7920893165236
567	TcMar-Tc2	IVD.D10	13.4187425327845
568	Y-chromosome	IVD.D10	5.23588461300547
569	Helitron	IVD.D10	0.715284783197468
570	PiggyBac	IVD.D10	2.2316885235761
571	Deu	IVD.D10	41.9729110780274
572	ERVL?	IVD.D10	2.97558469810147
573	MULE-MuDR	IVD.D10	2.2030771322482
574	hAT	IVD.D10	7.81090983251635
575	TcMar?	IVD.D10	0.400559478590582
576	rRNA	IVD.D10	2231.51685522813
577	DNA	IVD.D10	3.60503530731524
578	ERV1?	IVD.D10	0.45778226124638
579	DNA?	IVD.D10	8.9839768769602
580	Helitron?	IVD.D10	0
581	hAT?	IVD.D10	7.00979087533519
582	hAT-Tip100?	IVD.D10	0.200279739295291
583	PiggyBac?	IVD.D10	1.94557461029711
584	L1?	IVD.D10	4.69226817777539
585	Penelope?	IVD.D10	0
586	Dong-R4	IVD.D10	0.200279739295291
587	TcMar	IVD.D10	0.0858341739836962
588	MuDR	IVD.D10	4.14865174254532
589	TcMar-Pogo	IVD.D10	0
590	centr	IVD.D10	0
591	ERVK	IVD.D13	247589.048458264
592	scRNA	IVD.D13	96.8204404907985
593	L1	IVD.D13	6027.28092189234
594	B4	IVD.D13	1608.21506400195
595	Simple_repeat	IVD.D13	3220.22106146086
596	B2	IVD.D13	6429.27150566854
597	ERV1	IVD.D13	7707.9786335914
598	Alu	IVD.D13	3963.21874613562
599	ERVL-MaLR	IVD.D13	112479.497684131
600	ERVL	IVD.D13	1919.14742614194
601	L2	IVD.D13	393.979077737159
602	hAT-Charlie	IVD.D13	388.595952228274
603	ID	IVD.D13	230.893120418673
604	Satellite	IVD.D13	2031.359056468
605	MIR	IVD.D13	504.724880459863
606	Low_complexity	IVD.D13	1863.06688386862
607	TcMar-Tigger	IVD.D13	103.795758051608
608	Other	IVD.D13	66.518245724819
609	hAT-Blackjack	IVD.D13	10.816796797197
610	ERVK?	IVD.D13	18.6008468288248
611	snRNA	IVD.D13	8.18841626703699
612	RTE-X	IVD.D13	1.64273783135001
613	hAT-Tip100	IVD.D13	35.6600473851518
614	Gypsy	IVD.D13	29.0638231700387
615	Unknown	IVD.D13	1697.12509001256
616	SINE?	IVD.D13	1.2130987062277
617	srpRNA	IVD.D13	2.78001786843849
618	RTE-BovB	IVD.D13	2.67892630958618
619	CR1	IVD.D13	121.941692865597
620	tRNA	IVD.D13	49.7623198450489
621	Gypsy?	IVD.D13	1.79437516962848
622	LTR?	IVD.D13	3.76566056724849
623	TcMar-Mariner	IVD.D13	14.2539097981755
624	LTR	IVD.D13	1.06146136794924
625	RNA	IVD.D13	3.56347744954388
626	TcMar-Tc2	IVD.D13	5.45894417802466
627	Y-chromosome	IVD.D13	6.59622421511313
